CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
671,63,Female,Month-to-month,81.71,2178.46,Yes,DSL,27,Yes,Electronic check,No,77.8,2953.58
672,18,Male,Two year,103.72,5128.32,Yes,DSL,49,No,Bank transfer,No,102.57,6587.92
673,39,Male,Month-to-month,37.49,2018.85,No,Fiber optic,55,Yes,Bank transfer,Yes,36.05,2563.13
674,39,Male,Two year,101.15,6688.16,Yes,No,66,No,Electronic check,No,99.82,9462.77
675,23,Male,Two year,133.18,6373.67,Yes,No,49,Yes,Electronic check,No,127.47,7567.38
676,33,Female,Month-to-month,92.92,3169.13,No,No,35,Yes,Electronic check,Yes,88.03,4230.99
677,28,Male,Two year,93.71,3251.76,Yes,Fiber optic,34,Yes,Electronic check,No,92.91,4233.73
678,71,Male,One year,75.09,928.21,No,Fiber optic,14,No,Credit card,No,61.88,1262.13
679,59,Female,Month-to-month,54.26,3651.47,Yes,No,65,Yes,Credit card,Yes,55.33,4290.36
680,64,Female,One year,92.84,1489.98,Yes,Fiber optic,15,Yes,Credit card,No,93.12,2053.64
681,55,Male,Month-to-month,24.82,1214.05,No,Fiber optic,50,Yes,Credit card,No,23.8,1639.94
682,28,Male,One year,57.47,1621.62,Yes,Fiber optic,23,No,Credit card,No,67.57,1900.64
683,37,Male,Month-to-month,20.0,1004.31,Yes,No,44,Yes,Credit card,No,22.32,1285.37
684,52,Female,Month-to-month,48.89,1127.33,No,No,25,Yes,Credit card,No,43.36,1546.07
685,26,Female,Month-to-month,89.26,1859.84,No,Fiber optic,20,Yes,Credit card,No,88.56,2716.57
686,55,Female,Month-to-month,85.16,4264.68,Yes,Fiber optic,50,Yes,Mailed check,No,83.62,4899.43
687,41,Female,Two year,71.53,3999.39,Yes,No,57,Yes,Electronic check,No,68.96,4413.31
688,39,Female,Two year,75.11,4700.18,Yes,DSL,64,Yes,Mailed check,No,72.31,5480.7
689,55,Female,Month-to-month,20.0,299.49,Yes,Fiber optic,10,Yes,Bank transfer,No,27.23,447.95
690,51,Male,Month-to-month,58.82,1469.61,No,Fiber optic,26,Yes,Mailed check,No,54.43,2068.25
691,39,Male,One year,49.56,782.76,No,Fiber optic,16,No,Bank transfer,No,46.04,1053.4
692,62,Female,Month-to-month,50.23,1515.2,No,Fiber optic,32,Yes,Bank transfer,No,45.92,1747.34
693,28,Male,Month-to-month,87.99,3180.72,No,Fiber optic,37,Yes,Electronic check,Yes,83.7,4028.12
694,54,Male,Month-to-month,44.18,2373.29,No,Fiber optic,54,Yes,Electronic check,No,43.15,3289.6
695,53,Female,Month-to-month,51.86,3617.13,No,No,69,Yes,Credit card,Yes,51.67,5275.05
696,40,Male,Month-to-month,20.0,561.16,No,Fiber optic,41,Yes,Mailed check,No,13.36,702.99
697,49,Female,One year,61.18,919.34,No,No,15,Yes,Electronic check,Yes,57.46,1378.89
698,26,Female,Month-to-month,37.36,1158.43,No,Fiber optic,33,Yes,Credit card,No,34.07,1339.02
699,58,Male,Two year,72.38,1949.64,Yes,Fiber optic,25,No,Electronic check,No,74.99,2446.36
700,42,Female,Month-to-month,41.47,377.21,No,Fiber optic,2,Yes,Mailed check,Yes,125.74,547.01
701,37,Male,Month-to-month,73.14,329.75,No,Fiber optic,5,Yes,Electronic check,No,54.96,448.45
702,60,Male,Two year,65.66,2716.79,Yes,DSL,44,Yes,Credit card,No,60.37,3869.71
703,34,Female,Month-to-month,120.16,7581.85,No,Fiber optic,63,Yes,Bank transfer,Yes,118.47,11093.15
704,23,Female,Month-to-month,84.92,998.46,No,No,12,Yes,Mailed check,No,76.8,1300.91
705,21,Female,One year,20.0,477.14,No,Fiber optic,14,Yes,Credit card,No,31.81,569.65
706,54,Male,Month-to-month,32.05,2378.34,No,Fiber optic,69,Yes,Credit card,No,33.98,3276.12
707,25,Female,One year,71.66,946.41,No,DSL,12,Yes,Bank transfer,No,72.8,1254.37
708,71,Male,Month-to-month,42.1,2299.19,Yes,DSL,56,Yes,Credit card,No,40.34,3239.69
709,18,Female,One year,20.0,347.78,No,Fiber optic,14,Yes,Bank transfer,No,23.19,453.74
710,70,Male,Month-to-month,110.49,1352.34,No,DSL,12,Yes,Bank transfer,Yes,104.03,1926.33
711,48,Female,Month-to-month,91.61,4604.47,No,DSL,50,Yes,Mailed check,Yes,90.28,6726.24
712,43,Male,Two year,85.63,4040.01,Yes,Fiber optic,49,Yes,Electronic check,No,80.8,5655.34
713,36,Male,One year,51.78,1245.35,Yes,Fiber optic,22,No,Electronic check,No,54.15,1740.32
714,50,Male,Month-to-month,82.83,342.1,No,DSL,4,Yes,Credit card,Yes,68.42,456.66
715,44,Female,Month-to-month,48.87,1162.78,No,DSL,24,Yes,Electronic check,No,46.51,1498.42
716,61,Female,Month-to-month,76.15,2681.23,No,DSL,36,Yes,Mailed check,Yes,72.47,3992.45
717,46,Female,One year,42.38,598.76,Yes,DSL,16,Yes,Electronic check,No,35.22,813.14
718,47,Male,One year,115.49,1995.03,Yes,DSL,17,Yes,Mailed check,No,110.84,2865.15
719,39,Male,One year,22.89,351.62,Yes,Fiber optic,23,No,Electronic check,No,14.65,457.87
720,44,Male,Month-to-month,106.97,5748.28,Yes,Fiber optic,53,Yes,Credit card,Yes,106.45,7598.9
721,49,Female,One year,71.17,962.1,Yes,Fiber optic,15,Yes,Credit card,No,60.13,1313.42
722,19,Male,Month-to-month,55.32,70.71,No,No,5,Yes,Credit card,No,11.79,98.39
723,24,Female,Month-to-month,75.01,182.19,No,Fiber optic,0,Yes,Bank transfer,No,182.19,233.08
724,56,Female,Month-to-month,92.0,6354.22,No,DSL,70,Yes,Credit card,No,89.5,7895.29
725,47,Female,Two year,111.0,3812.87,Yes,DSL,35,Yes,Mailed check,No,105.91,4559.31
726,42,Female,One year,79.39,1066.19,No,No,12,No,Mailed check,No,82.01,1353.48
727,45,Female,Month-to-month,43.28,1267.42,No,No,25,Yes,Electronic check,No,48.75,1501.25
728,50,Female,One year,71.67,1351.75,Yes,DSL,21,Yes,Credit card,No,61.44,1712.26
729,36,Male,Two year,124.5,3888.5,Yes,DSL,32,Yes,Electronic check,No,117.83,5637.8
730,33,Female,Month-to-month,110.43,2672.49,No,Fiber optic,25,Yes,Bank transfer,Yes,102.79,3984.22
731,47,Male,Month-to-month,97.26,5734.73,No,Fiber optic,58,Yes,Bank transfer,No,97.2,7632.01
732,30,Male,Two year,93.87,6171.63,Yes,Fiber optic,64,Yes,Mailed check,No,94.95,7149.23
733,51,Male,Two year,90.98,4077.22,Yes,Fiber optic,46,Yes,Electronic check,No,86.75,5182.23
734,19,Male,Month-to-month,104.76,6322.47,No,DSL,59,Yes,Bank transfer,No,105.37,8477.36
735,60,Male,Month-to-month,56.3,998.82,No,DSL,19,Yes,Bank transfer,Yes,49.94,1246.83
736,52,Male,Month-to-month,29.35,180.35,Yes,Fiber optic,5,Yes,Electronic check,Yes,30.06,213.18
737,48,Female,Month-to-month,72.07,4629.48,No,No,66,Yes,Bank transfer,No,69.1,5512.46
738,59,Male,Two year,45.47,2943.52,Yes,DSL,65,Yes,Credit card,No,44.6,3795.88
739,69,Female,Month-to-month,38.35,410.73,Yes,Fiber optic,11,Yes,Credit card,Yes,34.23,487.36
740,60,Male,Two year,48.39,1323.45,Yes,Fiber optic,28,Yes,Mailed check,No,45.64,1587.89
741,18,Female,Month-to-month,144.56,8856.62,No,DSL,61,Yes,Electronic check,No,142.85,12835.31
742,25,Female,Month-to-month,74.08,4344.32,No,No,60,Yes,Mailed check,No,71.22,6132.55
743,35,Female,Month-to-month,80.86,1205.34,Yes,Fiber optic,16,Yes,Bank transfer,Yes,70.9,1352.55
744,45,Female,One year,33.33,643.71,No,Fiber optic,18,Yes,Credit card,No,33.88,790.52
745,52,Male,Month-to-month,20.0,354.2,No,Fiber optic,11,Yes,Credit card,No,29.52,464.99
746,34,Female,One year,45.43,906.29,No,DSL,20,Yes,Credit card,Yes,43.16,1018.89
747,47,Male,Month-to-month,113.15,2539.58,No,Fiber optic,22,Yes,Bank transfer,Yes,110.42,3487.52
748,33,Male,Month-to-month,80.03,3196.91,No,Fiber optic,39,Yes,Bank transfer,No,79.92,4008.22
749,35,Female,Month-to-month,87.96,4392.99,No,DSL,49,Yes,Electronic check,No,87.86,5530.2
750,23,Male,Month-to-month,92.16,734.06,Yes,Fiber optic,9,Yes,Electronic check,Yes,73.41,885.37
751,31,Female,One year,52.26,810.71,Yes,DSL,17,No,Credit card,No,45.04,1000.07
752,24,Female,Month-to-month,111.64,0.0,No,DSL,0,Yes,Bank transfer,No,0.0,0.0
753,30,Male,One year,51.02,1060.13,Yes,Fiber optic,17,Yes,Mailed check,Yes,58.9,1500.55
754,60,Male,Month-to-month,112.19,499.57,No,DSL,4,Yes,Electronic check,No,99.91,736.52
755,30,Male,Month-to-month,83.27,2794.21,No,Fiber optic,33,Yes,Electronic check,Yes,82.18,3854.89
756,80,Female,Month-to-month,20.0,1336.62,Yes,No,65,Yes,Mailed check,Yes,20.25,1779.24
757,52,Female,Month-to-month,47.56,961.79,No,DSL,23,Yes,Credit card,Yes,40.07,1157.71
758,47,Male,One year,20.0,593.82,No,Fiber optic,20,Yes,Electronic check,Yes,28.28,811.6
759,32,Male,One year,104.9,1621.4,No,Fiber optic,15,Yes,Electronic check,No,101.34,2371.23
760,55,Female,Month-to-month,69.26,2911.89,Yes,Fiber optic,41,Yes,Bank transfer,Yes,69.33,3283.64
761,36,Female,Month-to-month,20.0,63.45,Yes,Fiber optic,12,Yes,Electronic check,Yes,4.88,81.04
762,46,Male,Two year,81.27,2678.68,Yes,Fiber optic,32,Yes,Electronic check,No,81.17,3106.59
763,80,Male,One year,53.89,826.54,No,DSL,16,No,Electronic check,No,48.62,1177.2
764,43,Female,One year,25.49,275.49,No,DSL,16,Yes,Mailed check,Yes,16.21,370.72
765,62,Male,Month-to-month,120.34,3875.81,No,Fiber optic,33,Yes,Mailed check,No,113.99,5627.13
766,34,Male,Month-to-month,73.22,4413.06,No,DSL,62,Yes,Credit card,No,70.05,4965.75
767,44,Female,Two year,61.2,1891.32,Yes,No,33,No,Mailed check,No,55.63,2765.67
768,71,Female,One year,58.02,1340.45,No,Fiber optic,23,Yes,Bank transfer,No,55.85,1510.53
769,35,Male,Month-to-month,24.6,0.0,Yes,DSL,0,Yes,Electronic check,No,0.0,0.0
770,72,Male,One year,30.86,527.22,No,DSL,16,Yes,Bank transfer,No,31.01,612.88
771,55,Male,One year,108.55,2230.0,Yes,DSL,19,Yes,Bank transfer,Yes,111.5,2582.68
772,36,Male,Month-to-month,55.78,210.18,No,Fiber optic,4,Yes,Electronic check,No,42.04,245.63
773,54,Female,Month-to-month,70.66,694.12,Yes,No,13,Yes,Bank transfer,No,49.58,896.86
774,59,Male,Month-to-month,20.0,595.8,No,DSL,31,Yes,Electronic check,Yes,18.62,842.32
775,54,Female,Month-to-month,30.46,1611.74,No,DSL,49,Yes,Mailed check,No,32.23,2352.04
776,21,Female,One year,88.29,1933.88,No,Fiber optic,22,Yes,Bank transfer,No,84.08,2565.78
777,34,Male,Month-to-month,81.33,2918.2,No,DSL,34,Yes,Bank transfer,No,83.38,3394.16
778,41,Male,One year,122.6,1516.51,No,Fiber optic,12,No,Credit card,No,116.65,1716.2
779,43,Female,Two year,110.29,7756.96,Yes,Fiber optic,72,No,Credit card,Yes,106.26,10065.83
780,54,Female,Month-to-month,63.08,389.43,No,Fiber optic,6,Yes,Credit card,Yes,55.63,547.6
781,47,Female,Month-to-month,84.19,198.08,No,Fiber optic,2,Yes,Credit card,Yes,66.03,267.02
782,24,Male,One year,60.5,1378.58,No,Fiber optic,21,Yes,Electronic check,Yes,62.66,1837.8
783,50,Female,One year,131.64,3078.14,No,Fiber optic,22,Yes,Electronic check,No,133.83,3445.24
784,54,Female,One year,104.47,2284.65,No,DSL,21,Yes,Electronic check,No,103.85,2889.21
785,53,Female,Month-to-month,75.09,4399.3,Yes,Fiber optic,58,Yes,Electronic check,Yes,74.56,5807.75
786,61,Male,Month-to-month,76.01,4020.23,Yes,Fiber optic,52,Yes,Electronic check,Yes,75.85,5384.37
787,57,Female,Month-to-month,113.35,1003.31,No,DSL,9,Yes,Credit card,No,100.33,1105.57
788,51,Female,Two year,87.39,2737.49,Yes,DSL,33,No,Mailed check,No,80.51,3229.76
789,43,Male,Month-to-month,116.76,237.67,Yes,DSL,2,Yes,Bank transfer,No,79.22,351.73
790,20,Male,Two year,20.0,776.53,Yes,DSL,37,Yes,Electronic check,No,20.43,1012.17
791,51,Male,Month-to-month,83.84,550.33,Yes,Fiber optic,8,Yes,Bank transfer,Yes,61.15,760.26
792,48,Male,Two year,54.54,3350.34,Yes,DSL,59,Yes,Credit card,No,55.84,4098.39
793,49,Male,One year,122.69,2799.75,No,Fiber optic,22,No,Electronic check,No,121.73,3735.28
794,25,Female,Month-to-month,116.39,4402.11,No,Fiber optic,39,Yes,Credit card,Yes,110.05,5470.0
795,28,Male,One year,70.99,1130.37,No,Fiber optic,14,Yes,Electronic check,No,75.36,1377.68
796,60,Male,Month-to-month,116.07,7049.37,Yes,Fiber optic,61,Yes,Credit card,No,113.7,8914.35
797,44,Female,Month-to-month,123.49,1033.59,No,Fiber optic,9,Yes,Electronic check,Yes,103.36,1327.06
798,55,Male,Month-to-month,72.23,830.25,Yes,DSL,10,Yes,Mailed check,Yes,75.48,1023.25
799,45,Male,Month-to-month,144.16,8788.53,No,DSL,61,Yes,Credit card,Yes,141.75,10574.33
800,45,Female,Month-to-month,69.06,3988.21,No,DSL,55,Yes,Bank transfer,Yes,71.22,5382.2
801,59,Female,One year,63.56,1122.43,No,Fiber optic,19,No,Mailed check,No,56.12,1405.62
802,37,Female,One year,95.98,1938.31,Yes,DSL,22,No,Bank transfer,No,84.27,2288.62
803,46,Female,Month-to-month,59.39,4247.77,Yes,Fiber optic,72,Yes,Electronic check,No,58.19,5961.09
804,38,Male,Two year,72.56,2473.41,Yes,No,33,Yes,Electronic check,No,72.75,3436.79
805,38,Female,One year,112.28,2152.95,Yes,DSL,20,Yes,Electronic check,No,102.52,3131.95
806,40,Male,Two year,70.58,4101.58,Yes,No,60,No,Electronic check,No,67.24,5422.33
807,48,Female,One year,20.0,282.89,No,No,13,Yes,Credit card,No,20.21,342.8
808,37,Male,Month-to-month,81.02,1798.1,No,No,24,Yes,Credit card,Yes,71.92,2599.12
809,63,Female,Month-to-month,49.11,2731.78,No,No,55,Yes,Electronic check,No,48.78,3311.25
810,31,Female,One year,95.96,2172.97,Yes,DSL,23,Yes,Credit card,Yes,90.54,2960.11
811,42,Female,Month-to-month,90.89,867.42,No,DSL,9,Yes,Electronic check,No,86.74,1020.22
812,38,Male,Month-to-month,114.14,4427.3,Yes,DSL,40,Yes,Electronic check,Yes,107.98,5984.24
813,66,Male,Month-to-month,97.23,5768.92,Yes,DSL,58,Yes,Bank transfer,Yes,97.78,8286.15
814,47,Female,Month-to-month,102.71,2754.79,No,Fiber optic,27,Yes,Electronic check,Yes,98.39,3625.25
815,60,Female,Month-to-month,49.93,2073.44,Yes,No,40,Yes,Electronic check,No,50.57,2671.32
816,22,Male,Month-to-month,94.12,6213.76,Yes,DSL,65,Yes,Bank transfer,No,94.15,9304.42
817,49,Female,Month-to-month,129.05,6336.93,No,DSL,50,Yes,Credit card,No,124.25,7027.54
818,58,Female,One year,49.34,828.33,No,Fiber optic,15,No,Mailed check,No,51.77,1021.08
819,46,Male,Month-to-month,123.99,3453.27,No,DSL,29,Yes,Electronic check,No,115.11,5067.46
820,60,Female,Month-to-month,53.52,1950.25,No,Fiber optic,39,Yes,Electronic check,No,48.76,2646.6
821,37,Female,Month-to-month,44.44,1929.59,No,DSL,39,Yes,Bank transfer,No,48.24,2540.96
822,66,Male,Month-to-month,78.89,5475.43,No,No,68,Yes,Bank transfer,No,79.35,7419.63
823,79,Male,Month-to-month,91.48,5787.48,No,Fiber optic,61,Yes,Credit card,No,93.35,7111.52
824,39,Female,Month-to-month,97.35,1325.91,Yes,Fiber optic,14,Yes,Credit card,Yes,88.39,1496.25
825,38,Female,Month-to-month,41.15,92.54,No,DSL,2,Yes,Credit card,Yes,30.85,111.98
826,66,Male,One year,83.04,1630.42,No,No,19,Yes,Bank transfer,No,81.52,2012.92
827,68,Female,Month-to-month,49.43,1976.11,Yes,Fiber optic,40,Yes,Mailed check,Yes,48.2,2553.03
828,37,Female,Month-to-month,25.33,1495.99,Yes,Fiber optic,62,Yes,Bank transfer,No,23.75,1881.3
829,38,Female,Month-to-month,42.14,1890.87,No,No,47,Yes,Bank transfer,Yes,39.39,2474.02
830,40,Male,One year,47.47,780.95,No,Fiber optic,16,No,Electronic check,No,45.94,920.3
831,24,Female,Two year,85.65,5374.78,Yes,Fiber optic,64,Yes,Mailed check,No,82.69,6307.94
832,31,Male,One year,104.57,1145.31,No,DSL,12,No,Electronic check,No,88.1,1420.97
833,29,Male,Month-to-month,25.8,1458.57,No,Fiber optic,55,Yes,Credit card,No,26.05,1880.8
834,33,Male,Month-to-month,80.56,554.4,No,No,7,Yes,Electronic check,No,69.3,685.62
835,44,Male,Month-to-month,34.7,683.6,No,DSL,17,Yes,Credit card,No,37.98,909.62
836,48,Female,Two year,88.87,5378.74,Yes,No,61,Yes,Electronic check,No,86.75,6583.58
837,68,Male,Month-to-month,51.32,3431.5,Yes,Fiber optic,68,Yes,Bank transfer,Yes,49.73,4017.84
838,30,Female,Two year,38.46,2773.02,Yes,Fiber optic,71,Yes,Electronic check,No,38.51,4007.38
839,59,Male,One year,93.99,1516.63,No,Fiber optic,17,Yes,Bank transfer,No,84.26,1789.98
840,41,Male,One year,52.39,982.03,No,DSL,20,No,Electronic check,No,46.76,1459.95
841,44,Female,Month-to-month,60.52,4053.59,Yes,DSL,68,Yes,Mailed check,No,58.75,6059.96
842,55,Female,One year,20.0,379.03,No,DSL,20,Yes,Electronic check,No,18.05,522.58
843,28,Male,Month-to-month,98.4,6474.62,Yes,Fiber optic,64,Yes,Mailed check,No,99.61,8422.19
844,50,Female,Month-to-month,94.63,903.22,No,No,11,Yes,Credit card,Yes,75.27,1280.92
845,47,Male,Month-to-month,70.16,1392.5,No,Fiber optic,18,Yes,Bank transfer,Yes,73.29,2018.12
846,52,Male,Two year,24.17,1161.54,Yes,Fiber optic,45,No,Electronic check,No,25.25,1607.39
847,49,Female,Month-to-month,106.28,5895.88,No,DSL,54,Yes,Mailed check,No,107.2,6726.12
848,80,Female,Month-to-month,50.01,3364.41,No,Fiber optic,61,Yes,Credit card,No,54.26,3704.87
849,35,Male,Month-to-month,56.4,2963.12,No,Fiber optic,50,Yes,Bank transfer,Yes,58.1,3486.88
850,37,Female,One year,139.36,3158.52,No,Fiber optic,22,Yes,Electronic check,No,137.33,3712.56
851,35,Female,One year,48.89,455.44,No,No,12,Yes,Electronic check,Yes,35.03,534.24
852,36,Male,One year,92.27,1265.37,No,No,15,Yes,Mailed check,No,79.09,1649.93
853,35,Female,Month-to-month,86.86,2381.31,Yes,Fiber optic,27,Yes,Electronic check,No,85.05,3114.84
854,62,Female,Month-to-month,81.71,5222.73,No,No,66,Yes,Bank transfer,No,77.95,7255.47
855,66,Female,Month-to-month,78.46,375.38,No,Fiber optic,4,Yes,Bank transfer,No,75.08,443.17
856,36,Male,Month-to-month,81.29,4582.72,Yes,No,59,Yes,Electronic check,No,76.38,5210.84
857,32,Female,Two year,78.16,3710.5,Yes,Fiber optic,46,Yes,Mailed check,No,78.95,5070.16
858,52,Male,Month-to-month,68.44,2910.86,Yes,DSL,43,Yes,Credit card,No,66.16,3765.48
859,36,Female,Month-to-month,115.34,5202.89,No,No,45,Yes,Electronic check,Yes,113.11,7109.9
860,54,Female,Month-to-month,30.62,782.53,No,DSL,28,Yes,Electronic check,No,26.98,979.96
861,48,Male,One year,100.64,1017.87,No,DSL,12,No,Bank transfer,No,78.3,1425.35
862,22,Female,Month-to-month,94.67,4667.64,No,DSL,48,Yes,Electronic check,Yes,95.26,6408.86
863,68,Female,Month-to-month,90.95,3953.55,No,Fiber optic,42,Yes,Credit card,No,91.94,5377.37
864,71,Female,One year,103.51,1828.02,No,DSL,18,No,Credit card,No,96.21,2030.98
865,35,Male,Month-to-month,67.22,1343.41,No,Fiber optic,19,Yes,Credit card,Yes,67.17,1938.88
866,39,Male,One year,20.0,240.91,Yes,No,14,Yes,Mailed check,No,16.06,301.29
867,49,Female,Month-to-month,67.83,4302.22,No,DSL,63,Yes,Bank transfer,Yes,67.22,4965.82
868,50,Male,One year,40.26,599.35,No,Fiber optic,13,Yes,Credit card,No,42.81,840.43
869,54,Female,Month-to-month,48.04,2025.32,No,DSL,41,Yes,Electronic check,No,48.22,2621.96
870,75,Male,Month-to-month,32.73,494.1,No,DSL,11,Yes,Electronic check,Yes,41.17,549.83
871,42,Male,Two year,55.68,2223.39,Yes,Fiber optic,39,Yes,Electronic check,No,55.58,3141.1
872,33,Male,Month-to-month,52.1,367.52,No,No,7,Yes,Credit card,Yes,45.94,468.22
873,24,Male,Month-to-month,20.0,463.86,No,DSL,27,Yes,Mailed check,No,16.57,650.32
874,34,Female,Month-to-month,91.01,5321.54,Yes,Fiber optic,59,Yes,Mailed check,No,88.69,7462.06
875,44,Male,One year,136.61,2676.59,No,DSL,19,No,Bank transfer,No,133.83,3051.24
876,71,Male,Month-to-month,88.19,3112.74,No,No,37,Yes,Mailed check,No,81.91,4187.54
877,37,Male,Two year,63.91,2283.6,Yes,DSL,34,Yes,Electronic check,No,65.25,2840.92
878,48,Female,Two year,68.36,4756.92,Yes,Fiber optic,70,No,Mailed check,No,67.0,6272.29
879,44,Male,One year,57.37,1065.55,Yes,No,20,Yes,Bank transfer,No,50.74,1209.84
880,62,Female,Month-to-month,72.7,0.0,Yes,Fiber optic,1,Yes,Bank transfer,No,0.0,0.0
881,80,Female,Month-to-month,68.89,1720.79,No,No,24,Yes,Bank transfer,No,68.83,2428.06
882,37,Female,One year,44.77,804.37,Yes,No,18,Yes,Mailed check,No,42.34,1202.31
883,37,Female,Month-to-month,120.49,8351.97,Yes,Fiber optic,68,Yes,Credit card,No,121.04,10257.15
884,60,Female,Month-to-month,25.39,863.72,No,Fiber optic,39,Yes,Mailed check,No,21.59,1003.69
885,55,Female,Month-to-month,91.55,6076.03,Yes,DSL,67,Yes,Mailed check,No,89.35,7572.92
886,72,Male,Month-to-month,66.96,4544.33,Yes,No,68,Yes,Bank transfer,Yes,65.86,5033.85
887,53,Male,Month-to-month,127.02,8562.51,No,DSL,68,Yes,Credit card,Yes,124.09,10818.81
888,39,Male,Month-to-month,80.23,1204.0,Yes,Fiber optic,15,Yes,Bank transfer,Yes,75.25,1764.87
889,53,Female,One year,59.2,1038.4,Yes,Fiber optic,17,Yes,Electronic check,No,57.69,1222.96
890,61,Female,Month-to-month,62.57,3927.71,Yes,Fiber optic,62,Yes,Electronic check,No,62.34,5071.02
891,57,Female,Month-to-month,71.2,1360.97,No,DSL,17,Yes,Electronic check,No,75.61,1808.79
892,52,Male,Month-to-month,35.72,441.11,No,Fiber optic,16,Yes,Electronic check,Yes,25.95,516.97
893,61,Female,Month-to-month,46.99,174.76,Yes,DSL,3,Yes,Mailed check,No,43.69,215.31
894,62,Male,Month-to-month,20.0,95.31,Yes,DSL,8,Yes,Credit card,No,10.59,139.58
895,65,Male,One year,42.31,931.53,No,DSL,21,No,Mailed check,No,42.34,1134.87
896,54,Male,Two year,72.82,4266.53,Yes,DSL,58,No,Electronic check,No,72.31,5777.5
897,42,Male,Month-to-month,79.01,1086.39,No,Fiber optic,15,Yes,Electronic check,Yes,67.9,1254.54
898,47,Female,Month-to-month,20.0,729.88,No,Fiber optic,41,Yes,Mailed check,No,17.38,998.44
899,63,Male,Month-to-month,65.88,2686.51,Yes,DSL,40,Yes,Bank transfer,Yes,65.52,3255.13
900,32,Male,Two year,86.9,6172.4,Yes,Fiber optic,71,No,Credit card,Yes,85.73,7360.62
901,50,Female,One year,65.11,1410.52,No,Fiber optic,22,Yes,Credit card,No,61.33,1621.62
902,39,Female,Two year,50.99,2258.21,Yes,Fiber optic,43,Yes,Credit card,No,51.32,2526.33
903,45,Female,Month-to-month,57.64,1802.23,No,No,30,Yes,Mailed check,Yes,58.14,2680.17
904,64,Male,Two year,53.78,3173.66,Yes,DSL,60,Yes,Bank transfer,No,52.03,4016.47
905,47,Female,Month-to-month,50.9,627.37,Yes,No,14,Yes,Electronic check,No,41.82,885.25
906,45,Female,Month-to-month,75.21,3709.76,No,Fiber optic,51,Yes,Electronic check,Yes,71.34,5446.06
907,24,Male,Two year,139.23,8914.11,Yes,Fiber optic,64,Yes,Electronic check,No,137.14,10532.98
908,56,Female,Two year,47.69,1192.98,Yes,Fiber optic,28,Yes,Electronic check,No,41.14,1727.36
909,54,Male,Month-to-month,60.46,3576.83,No,Fiber optic,59,Yes,Electronic check,No,59.61,4947.51
910,77,Male,Month-to-month,68.45,1422.22,Yes,Fiber optic,19,Yes,Credit card,Yes,71.11,1893.24
911,40,Female,Month-to-month,49.38,2087.97,No,Fiber optic,43,Yes,Mailed check,No,47.45,2972.49
912,48,Female,Month-to-month,102.95,6329.1,No,DSL,62,Yes,Credit card,Yes,100.46,7242.17
913,48,Male,Month-to-month,20.0,1179.78,No,Fiber optic,49,Yes,Credit card,No,23.6,1422.16
914,68,Female,Two year,54.07,3341.0,Yes,Fiber optic,59,Yes,Credit card,No,55.68,3850.23
915,43,Female,One year,94.55,1530.88,No,Fiber optic,17,Yes,Credit card,Yes,85.05,2232.62
916,49,Female,One year,61.18,1237.44,No,DSL,20,Yes,Bank transfer,No,58.93,1410.09
917,54,Male,One year,45.37,758.87,Yes,DSL,16,Yes,Mailed check,No,44.64,1132.21
918,47,Female,Month-to-month,83.22,1185.48,No,DSL,14,Yes,Mailed check,No,79.03,1356.14
919,38,Male,One year,97.19,1736.51,No,DSL,16,No,Credit card,No,102.15,2369.87
920,47,Female,Month-to-month,76.32,1458.79,No,DSL,19,Yes,Credit card,Yes,72.94,1990.07
921,61,Male,Month-to-month,45.96,1586.48,No,DSL,34,Yes,Credit card,Yes,45.33,2336.09
922,29,Male,Month-to-month,83.69,5592.15,No,DSL,66,Yes,Bank transfer,No,83.46,6874.17
923,46,Female,Month-to-month,57.94,3537.36,Yes,Fiber optic,59,Yes,Mailed check,No,58.96,4360.88
924,34,Male,One year,92.36,1294.31,No,No,13,Yes,Credit card,No,92.45,1861.89
925,62,Male,Two year,114.5,4175.73,Yes,No,36,Yes,Credit card,No,112.86,6227.81
926,22,Male,Month-to-month,20.0,904.13,No,DSL,53,Yes,Mailed check,Yes,16.74,1005.44
927,36,Female,One year,73.33,1197.83,Yes,DSL,17,No,Bank transfer,No,66.55,1622.01
928,50,Male,Month-to-month,20.0,441.94,Yes,Fiber optic,18,Yes,Credit card,No,23.26,529.21
929,68,Female,One year,143.25,3319.87,No,DSL,23,Yes,Mailed check,No,138.33,4618.56
930,44,Male,Month-to-month,55.96,1313.65,No,Fiber optic,22,Yes,Credit card,Yes,57.12,1851.05
931,36,Male,Month-to-month,92.39,3145.23,No,Fiber optic,32,Yes,Electronic check,No,95.31,4419.09
932,73,Male,Month-to-month,68.94,3742.97,No,Fiber optic,56,Yes,Mailed check,No,65.67,4769.31
933,23,Male,One year,45.91,1169.66,No,No,23,Yes,Mailed check,No,48.74,1360.46
934,18,Male,Month-to-month,42.34,898.41,No,No,22,Yes,Bank transfer,No,39.06,1198.39
935,51,Male,Two year,117.57,4796.35,Yes,No,40,Yes,Electronic check,No,116.98,6789.79
936,37,Female,Month-to-month,98.68,4140.36,No,DSL,42,Yes,Electronic check,No,96.29,6065.12
